,Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,Price,Touch_Screen,IPS_Screen,HD_Screen,X_Res,Y_Res,Px_price_Index,Cpu_Brand,Processor,Memory_GB,HDD,SSD
506,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,65214.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
507,Acer,Notebook,15.6,4,Nvidia GeForce MX150,Windows 10,2.2,32660.64,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
508,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.34,70489.44,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
509,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,61218.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
510,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,47898.72,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,128,0,1
511,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,500,1,0
512,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.18,44542.08,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
513,Dell,Notebook,15.6,16,AMD Radeon 530,Windows 10,2.2,64961.1072,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
514,Xiaomi,Notebook,15.6,16,Nvidia GeForce MX150,No OS,1.95,74589.336,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
515,Asus,Netbook,11.6,2,Intel HD Graphics 500,Windows 10,1.1,13053.6,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,32,0,0
516,HP,Notebook,15.6,4,Intel UHD Graphics 620,Windows 10,2.04,27783.9216,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
517,Asus,Gaming,15.6,24,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
518,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
519,Asus,Gaming,17.3,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,80133.12,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
520,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
521,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.32,74538.72,0,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
522,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.64,68184.0144,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
523,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.63,36709.92,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
524,Dell,Notebook,17.3,8,AMD Radeon 530,Linux,2.8,47365.92,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i5,128,1,1
525,Lenovo,Notebook,24.0,8,Intel HD Graphics 520,Windows 7,2.02,71395.2,0,0,1,1920,1080,91.7877987534291,Intel,Intel Core i5,256,0,1
526,Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX,Windows 10,2.2,42570.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
527,Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,No OS,2.2,24455.52,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,2000,1,0
528,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows 10,2.3,31168.8,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
529,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,73366.56,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
530,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
531,Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,45820.8,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
532,Asus,Notebook,15.6,8,Nvidia GeForce GTX 960M,Windows 10,2.0,69210.72,0,1,1,4,2160,138.46177587823902,Intel,Intel Core i7,256,1,1
533,Mediacom,Notebook,13.3,4,Intel HD Graphics 500,Windows 10,1.2,19660.32,0,1,1,1920,1080,165.6321180513006,Intel,Other Intel Processor,32,0,1
534,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
535,Dell,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,1.93,72940.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
536,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.2,42486.0048,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
537,HP,Notebook,15.6,4,Intel HD Graphics 405,Windows 10,1.86,21258.1872,0,0,1,1920,1080,141.21199808219862,Intel,Other Intel Processor,256,0,1
538,HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
539,Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows 10,1.87,45767.52,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
540,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.2,74538.72,1,0,1,3200,1800,276.053530085501,Intel,Intel Core i7,256,0,1
541,Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.6,39207.1536,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i3,128,0,1
542,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.34,61005.6,0,1,1,3200,1800,276.053530085501,Intel,Intel Core i7,256,0,1
543,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,42517.44,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
544,Asus,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows 10,2.0,18594.72,0,0,0,1366,768,100.45466986113651,AMD,AMD Processor,500,1,0
545,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,37589.04,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,128,0,1
546,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.87,41824.8,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,500,1,0
547,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.15,24634.008,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
548,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.86,21152.16,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,500,1,0
549,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.99,92121.12,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
550,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.2,26586.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,128,0,1
551,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,59513.2272,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
552,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
553,HP,Notebook,17.3,8,Intel HD Graphics 520,Windows 10,2.65,28992.312,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i3,1000,1,0
554,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,1000,1,0
555,Asus,Notebook,15.6,4,Intel HD Graphics 500,Linux,2.0,11934.72,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
556,Mediacom,Notebook,13.3,4,Intel HD Graphics,Windows 10,1.35,13586.4,0,1,1,1920,1080,165.6321180513006,Intel,Other Intel Processor,32,0,0
557,Lenovo,Notebook,17.3,6,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i7,128,1,1
558,HP,Notebook,15.6,6,AMD Radeon 530,Windows 10,1.91,30310.992,0,1,1,1920,1080,141.21199808219862,AMD,AMD Processor,128,0,1
559,Dell,Notebook,15.6,4,AMD Radeon R5 M420,Windows 10,2.18,32921.712,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
560,Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows 10,1.25,18594.72,1,1,1,1920,1080,189.90579052433606,Intel,Other Intel Processor,32,0,0
561,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.05,33566.4,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,128,0,1
562,HP,Ultrabook,13.3,16,Intel HD Graphics 515,Windows 10,1.16,104695.2,1,1,1,3200,1800,276.053530085501,Intel,Other Intel Processor,512,0,1
563,Lenovo,Notebook,17.3,8,Nvidia Quadro M620M,Windows 10,3.4,159786.72,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,0,1
564,Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
565,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.21,85194.72,1,1,1,4,2160,162.40629351131793,Intel,Intel Core i5,128,0,1
566,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,1.93,51095.52,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,500,1,0
568,Lenovo,Notebook,15.6,4,Intel HD Graphics 505,Windows 10,2.2,18328.32,0,0,1,1920,1080,141.21199808219862,Intel,Other Intel Processor,500,1,0
569,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,2.02,52747.2,0,0,0,1366,768,111.93520355955211,Intel,Intel Core i5,500,1,0
570,HP,Workstation,17.3,8,Nvidia Quadro M1200,Windows 10,3.14,99153.5472,0,0,0,1600,900,106.11306214269258,Intel,Intel Core i5,500,1,0
571,HP,Notebook,14.0,8,Intel HD Graphics 405,Windows 10,1.94,20725.92,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,2000,1,0
572,HP,Notebook,15.6,6,AMD Radeon 530,Windows 10,1.95,34578.72,0,1,1,1920,1080,141.21199808219862,AMD,AMD Processor,256,0,1
573,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,44222.4,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
574,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.05,36496.8,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
575,Mediacom,Notebook,14.0,4,Intel HD Graphics,Windows 10,1.4,13266.72,0,0,1,1920,1080,157.3505121487356,Intel,Other Intel Processor,32,0,1
576,Toshiba,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.24,99367.2,1,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
577,Lenovo,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.64,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
578,MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,512,1,1
579,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.2,39907.2528,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
580,Mediacom,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.45,20725.92,0,1,1,1920,1080,157.3505121487356,Intel,Other Intel Processor,32,0,1
581,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,53733.9456,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,500,1,0
582,HP,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.49,38308.32,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i3,128,0,1
583,Dell,Notebook,15.6,16,Nvidia GeForce 930MX,Windows 10,1.93,81912.1392,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
584,Dell,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,1.26,15717.6,0,0,0,1366,768,135.0942111925629,Intel,Other Intel Processor,16,0,0
585,MSI,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.5,125154.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
586,HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,256,1,1
587,Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows 10,8.4,89137.44,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
588,Lenovo,Notebook,15.6,12,Intel HD Graphics 620,Windows 10,2.2,32447.52,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i7,1000,1,0
589,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i5,128,1,1
590,Asus,2 in 1 Convertible,15.6,8,Intel HD Graphics 520,Windows 10,2.2,39373.92,1,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,1000,1,0
591,Lenovo,Notebook,15.6,12,AMD Radeon 530,Windows 10,2.2,50562.72,0,0,1,1920,1080,141.21199808219862,AMD,AMD Processor,512,0,1
592,Dell,2 in 1 Convertible,31.6,4,Intel HD Graphics 615,Windows 10,1.39,32127.84,1,0,0,1366,768,49.59154588081422,Intel,Other Intel Processor,128,0,1
593,Samsung,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.5,90522.72,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
594,Lenovo,Notebook,17.3,4,Intel HD Graphics 520,No OS,2.8,28185.12,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i3,500,1,0
595,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.29,24455.52,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
596,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,107892.0,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,512,0,1
597,Lenovo,Notebook,14.0,8,Intel HD Graphics 630,Windows 10,1.7,78534.72,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
598,Dell,2 in 1 Convertible,12.5,8,Intel HD Graphics 620,Windows 10,1.34,88977.6,1,0,1,1920,1080,176.23257360658386,Intel,Intel Core i5,256,0,1
599,Dell,Workstation,15.6,8,Nvidia Quadro M620,Windows 10,2.06,93932.64,1,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
600,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,64948.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
601,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,35616.6144,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
602,Acer,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.6,17529.12,0,0,1,1920,1080,157.3505121487356,Intel,Other Intel Processor,32,0,0
603,MSI,Gaming,17.3,16,Nvidia GeForce GTX 970M,Windows 10,4.14,117162.72,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
604,Dell,Notebook,15.6,4,AMD Radeon R5 M420,Linux,2.18,24775.2,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
605,MSI,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1.8,122490.72,0,0,1,4,2160,138.46177587823902,Intel,Intel Core i7,256,1,1
606,Toshiba,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.2,74538.72,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
607,Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.4,30049.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
608,Lenovo,2 in 1 Convertible,15.6,8,Intel HD Graphics 630,Windows 10,2.0,69210.72,1,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
609,Acer,Notebook,14.0,4,Intel HD Graphics 405,Windows 10,1.6,18594.72,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,128,0,0
610,Lenovo,Notebook,15.6,32,Nvidia Quadro M2200M,Windows 10,2.5,261018.72,0,1,1,4,2160,138.46177587823902,Intel,Other Intel Processor,1000,0,1
611,Dell,Gaming,15.6,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,46833.6528,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
612,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.18,23650.992,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
613,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.25,19127.52,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,1000,1,0
614,Dell,Notebook,15.6,4,Intel HD Graphics 620,Linux,1.93,46300.32,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,500,1,0
615,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,62231.04,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
617,HP,Ultrabook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,74005.92,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,512,0,1
618,MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
619,Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,20193.12,1,1,0,1366,768,135.0942111925629,Intel,Other Intel Processor,32,0,0
620,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2.31,59886.72,0,0,0,1366,768,111.93520355955211,Intel,Intel Core i5,256,0,1
621,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.65,78055.2,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
622,Dell,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.2,41345.28,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
623,Fujitsu,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.2,42570.72,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,256,0,1
624,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 7,1.88,49656.96,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i5,500,1,0
626,Mediacom,Notebook,14.0,2,Intel HD Graphics,Windows 10,1.4,12733.92,0,0,1,1920,1080,157.3505121487356,Intel,Other Intel Processor,32,0,0
627,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,2.2,24935.04,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,0,1
628,Asus,2 in 1 Convertible,13.3,6,Intel HD Graphics 620,Windows 10,1.5,34046.4528,1,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,1000,1,0
630,Asus,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,11.1,101232.0,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
631,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,78801.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
632,Lenovo,Notebook,15.6,4,Intel UHD Graphics 620,Windows 10,1.8,44169.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
633,Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX ,Windows 10,2.2,30849.12,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
634,Asus,Notebook,15.6,8,Intel HD Graphics 500,Windows 10,2.0,21258.72,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,1000,1,0
635,Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1.99,48304.7136,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
636,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.23,99580.32,1,0,1,3200,1800,276.053530085501,Intel,Intel Core i5,256,0,1
637,Lenovo,Notebook,14.0,2,Intel HD Graphics 400,Windows 10,1.42,13266.72,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,32,0,0
638,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,93635.3376,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i7,256,0,1
639,Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,127818.72,1,0,1,4,2160,138.46177587823902,Intel,Intel Core i7,1000,0,1
640,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050M,Windows 10,2.5,59087.52,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
641,HP,Notebook,17.0,8,AMD Radeon R5,Windows 10,2.6,27753.552,0,0,0,1600,900,107.98564559226952,AMD,AMD Processor,1000,1,0
642,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.14,130536.0,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i7,512,0,1
643,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,2.5,62284.32,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
644,Acer,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.4,23976.0,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
645,Lenovo,Notebook,14.0,4,Intel HD Graphics,Windows 10,1.43,14598.72,0,0,0,1366,768,111.93520355955211,Intel,Other Intel Processor,32,0,0
646,Acer,Ultrabook,14.0,8,Intel Graphics 620,Windows 10,1.8,48964.32,0,1,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
647,Razer,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.95,138474.72,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i7,256,0,1
648,Toshiba,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,64628.64,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
649,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,84395.52,0,1,1,1920,1080,176.23257360658386,Intel,Intel Core i7,256,0,1
650,Asus,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows 10,3.8,149130.72,0,1,1,1920,1080,127.33567457123111,Intel,Intel Core i7,512,0,1
651,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,37775.52,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,1000,1,0
652,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.2,77250.672,0,0,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
653,MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,63499.104,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
654,HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.86,19441.872,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,500,1,0
655,Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,56689.92,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
656,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,6.2,48964.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,0,1
657,Dell,Notebook,15.6,16,AMD Radeon 530,Windows 10,2.2,60472.8,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
658,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 960,Windows 10,3.31,63722.88,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i7,128,1,1
659,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736,0,1,1,4,2160,124.85570541621553,Intel,Intel Core i7,512,1,1
660,Dell,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.56,65481.12,0,0,1,1920,1080,157.3505121487356,Intel,Intel Core i5,256,0,1
661,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.2,22324.32,0,0,0,1366,768,100.45466986113651,Intel,Other Intel Processor,500,1,0
662,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.2,28504.8,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,500,1,0
663,HP,Notebook,15.6,6,AMD Radeon R5 M430,Windows 10,2.04,28717.92,0,0,0,1920,1080,141.21199808219862,Intel,Intel Core i3,1000,1,0
664,MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056,0,0,1,1920,1080,127.33567457123111,Intel,Intel Core i7,128,1,1
665,Toshiba,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,26533.44,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
667,HP,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.1,39693.6,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,1000,1,0
668,Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,67026.24,0,1,1,1920,1080,141.21199808219862,Intel,Intel Core i5,256,0,1
669,Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.1,21951.36,0,0,0,1366,768,100.45466986113651,Intel,Intel Core i3,128,0,1
670,Microsoft,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,Windows 10 S,1.252,99519.048,1,0,0,2256,1504,200.84255993695703,Intel,Intel Core i7,256,0,1
671,Lenovo,Notebook,15.6,8,AMD Radeon R5 M430,Windows 10,1.9,43580.376,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i5,128,1,1
672,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.3,55091.52,1,1,1,1920,1080,165.6321180513006,Intel,Intel Core i5,256,0,1
673,Lenovo,Notebook,35.6,4,AMD Radeon R2 Graphics,Windows 10,2.2,18594.72,0,0,0,1366,768,44.01946207398117,AMD,AMD Processor,128,0,1
674,HP,2 in 1 Convertible,14.0,4,Nvidia GeForce 940MX,Windows 10,1.63,37242.72,1,1,1,1920,1080,157.3505121487356,Intel,Intel Core i3,128,0,1
675,MSI,Gaming,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.32,0,0,1,1920,1080,141.21199808219862,Intel,Intel Core i7,256,1,1
